id,name,score1,score2
2180,Student_2180,94,84
2181,Student_2181,69,71
2182,Student_2182,68,88
2183,Student_2183,86,67
2184,Student_2184,62,60
2185,Student_2185,74,74
2186,Student_2186,55,73
2187,Student_2187,69,84
2188,Student_2188,62,56
2189,Student_2189,92,70
2190,Student_2190,60,51
2191,Student_2191,51,66
2192,Student_2192,74,70
2193,Student_2193,81,88
2194,Student_2194,61,66
2195,Student_2195,57,84
2196,Student_2196,89,58
2197,Student_2197,93,61
2198,Student_2198,73,86
2199,Student_2199,73,90
2200,Student_2200,67,61
2201,Student_2201,74,87
2202,Student_2202,52,54
2203,Student_2203,94,60
2204,Student_2204,83,56
2205,Student_2205,73,75
2206,Student_2206,76,54
2207,Student_2207,59,99
2208,Student_2208,79,98
2209,Student_2209,94,87
2210,Student_2210,79,68
2211,Student_2211,94,80
2212,Student_2212,81,84
2213,Student_2213,64,100
2214,Student_2214,93,81
2215,Student_2215,51,82
2216,Student_2216,82,86
2217,Student_2217,69,77
2218,Student_2218,85,88
2219,Student_2219,59,80
2220,Student_2220,64,54
2221,Student_2221,56,95
2222,Student_2222,96,75
2223,Student_2223,58,71
2224,Student_2224,71,90
2225,Student_2225,100,70
2226,Student_2226,53,97
2227,Student_2227,65,96
2228,Student_2228,68,91
2229,Student_2229,94,95
2230,Student_2230,62,66
2231,Student_2231,92,75
2232,Student_2232,69,55
2233,Student_2233,64,74
2234,Student_2234,72,64
2235,Student_2235,91,57
2236,Student_2236,99,81
2237,Student_2237,56,66
2238,Student_2238,85,81
2239,Student_2239,76,62
2240,Student_2240,90,58
2241,Student_2241,95,55
2242,Student_2242,56,89
2243,Student_2243,71,78
2244,Student_2244,92,53
2245,Student_2245,59,73
2246,Student_2246,54,74
2247,Student_2247,97,69
2248,Student_2248,73,98
2249,Student_2249,73,51
2250,Student_2250,74,68
2251,Student_2251,92,56
2252,Student_2252,64,80
2253,Student_2253,99,56
2254,Student_2254,97,66
2255,Student_2255,82,51
2256,Student_2256,62,80
2257,Student_2257,81,50
2258,Student_2258,69,95
2259,Student_2259,81,67
2260,Student_2260,65,86
2261,Student_2261,78,64
2262,Student_2262,70,59
2263,Student_2263,72,89
2264,Student_2264,77,83
2265,Student_2265,67,50
2266,Student_2266,62,62
2267,Student_2267,97,85
2268,Student_2268,78,85
2269,Student_2269,78,50
2270,Student_2270,79,69
2271,Student_2271,72,66
2272,Student_2272,67,74
2273,Student_2273,64,64
2274,Student_2274,56,93
2275,Student_2275,82,70
2276,Student_2276,74,80
2277,Student_2277,54,82
2278,Student_2278,82,61
2279,Student_2279,54,90
2280,Student_2280,83,85
2281,Student_2281,72,82
2282,Student_2282,97,60
2283,Student_2283,93,74
2284,Student_2284,60,57
2285,Student_2285,63,95
2286,Student_2286,91,99
2287,Student_2287,93,61
2288,Student_2288,96,60
2289,Student_2289,84,60
2290,Student_2290,67,93
2291,Student_2291,67,65
2292,Student_2292,66,51
2293,Student_2293,65,76
2294,Student_2294,91,68
2295,Student_2295,65,85
2296,Student_2296,93,94
2297,Student_2297,64,86
2298,Student_2298,89,53
2299,Student_2299,50,67
2300,Student_2300,87,59
2301,Student_2301,100,51
2302,Student_2302,87,86
2303,Student_2303,59,81
2304,Student_2304,77,79
2305,Student_2305,70,62
2306,Student_2306,53,92
2307,Student_2307,63,51
2308,Student_2308,98,78
2309,Student_2309,98,94
2310,Student_2310,62,95
2311,Student_2311,73,73
2312,Student_2312,99,93
2313,Student_2313,93,51
2314,Student_2314,59,63
2315,Student_2315,100,86
2316,Student_2316,78,50
2317,Student_2317,85,53
2318,Student_2318,86,90
2319,Student_2319,99,96
2320,Student_2320,79,86
2321,Student_2321,68,94
2322,Student_2322,82,89
2323,Student_2323,58,78
2324,Student_2324,54,97
2325,Student_2325,95,72
2326,Student_2326,70,67
2327,Student_2327,81,61
2328,Student_2328,88,83
2329,Student_2329,71,98
2330,Student_2330,78,91
2331,Student_2331,55,85
2332,Student_2332,82,75
2333,Student_2333,80,98
2334,Student_2334,72,90
2335,Student_2335,72,63
2336,Student_2336,98,84
2337,Student_2337,88,73
2338,Student_2338,63,100
2339,Student_2339,69,74
2340,Student_2340,79,59
2341,Student_2341,97,55
2342,Student_2342,85,99
2343,Student_2343,87,52
2344,Student_2344,61,51
2345,Student_2345,74,67
2346,Student_2346,100,53
2347,Student_2347,95,51
2348,Student_2348,66,82
2349,Student_2349,51,63
2350,Student_2350,83,77
2351,Student_2351,50,86
2352,Student_2352,71,70
2353,Student_2353,51,60
2354,Student_2354,87,84
2355,Student_2355,94,61
2356,Student_2356,99,92
2357,Student_2357,59,68
2358,Student_2358,95,62
2359,Student_2359,76,88
2360,Student_2360,95,51
2361,Student_2361,98,74
2362,Student_2362,88,95
2363,Student_2363,51,76
2364,Student_2364,81,81
2365,Student_2365,97,74
2366,Student_2366,86,65
2367,Student_2367,85,57
2368,Student_2368,82,65
2369,Student_2369,74,76
2370,Student_2370,75,90
2371,Student_2371,100,56
2372,Student_2372,67,98
2373,Student_2373,52,66
2374,Student_2374,86,86
2375,Student_2375,84,86
2376,Student_2376,68,87
2377,Student_2377,57,92
2378,Student_2378,78,53
2379,Student_2379,57,53
2380,Student_2380,87,73
2381,Student_2381,75,93
2382,Student_2382,55,79
2383,Student_2383,86,60
2384,Student_2384,56,65
2385,Student_2385,68,96
2386,Student_2386,56,66
2387,Student_2387,60,52
2388,Student_2388,76,54
2389,Student_2389,79,80
2390,Student_2390,58,77
2391,Student_2391,76,77
2392,Student_2392,57,92
2393,Student_2393,83,71
2394,Student_2394,66,76
2395,Student_2395,77,55
2396,Student_2396,73,59
2397,Student_2397,97,74
2398,Student_2398,83,70
2399,Student_2399,78,66
2400,Student_2400,92,82
2401,Student_2401,86,59
2402,Student_2402,59,100
2403,Student_2403,99,86
2404,Student_2404,73,99
2405,Student_2405,100,86
2406,Student_2406,74,87
2407,Student_2407,73,57
2408,Student_2408,50,90
2409,Student_2409,54,95
2410,Student_2410,59,93
2411,Student_2411,57,72
2412,Student_2412,63,79
2413,Student_2413,60,83
2414,Student_2414,74,58
2415,Student_2415,60,71
2416,Student_2416,58,64
2417,Student_2417,60,78
2418,Student_2418,63,89
2419,Student_2419,69,67
2420,Student_2420,56,95
2421,Student_2421,95,52
2422,Student_2422,68,55
2423,Student_2423,78,88
2424,Student_2424,85,50
2425,Student_2425,87,99
2426,Student_2426,93,98
2427,Student_2427,54,51
2428,Student_2428,61,65
2429,Student_2429,77,52
2430,Student_2430,66,90
2431,Student_2431,64,85
2432,Student_2432,59,63
2433,Student_2433,72,69
2434,Student_2434,64,72
2435,Student_2435,53,96
2436,Student_2436,79,71
2437,Student_2437,91,60
2438,Student_2438,84,83
2439,Student_2439,69,91
2440,Student_2440,87,69
2441,Student_2441,90,67
2442,Student_2442,77,96
2443,Student_2443,63,59
2444,Student_2444,83,95
2445,Student_2445,71,97
2446,Student_2446,77,52
2447,Student_2447,86,51
2448,Student_2448,54,62
2449,Student_2449,78,53
2450,Student_2450,57,73
2451,Student_2451,70,98
2452,Student_2452,75,81
2453,Student_2453,94,80
2454,Student_2454,54,56
2455,Student_2455,60,81
2456,Student_2456,88,77
2457,Student_2457,99,59
2458,Student_2458,60,61
2459,Student_2459,85,85
2460,Student_2460,100,67
2461,Student_2461,70,95
2462,Student_2462,95,94
2463,Student_2463,56,69
2464,Student_2464,94,76
2465,Student_2465,69,99
2466,Student_2466,79,92
2467,Student_2467,84,88
2468,Student_2468,94,84
2469,Student_2469,54,96
2470,Student_2470,50,75
2471,Student_2471,67,88
2472,Student_2472,54,80
2473,Student_2473,90,72
2474,Student_2474,91,51
2475,Student_2475,70,91
2476,Student_2476,72,89
2477,Student_2477,88,97
2478,Student_2478,98,57
2479,Student_2479,64,74
2480,Student_2480,93,55
2481,Student_2481,74,74
2482,Student_2482,66,69
2483,Student_2483,72,81
2484,Student_2484,58,68
2485,Student_2485,59,73
2486,Student_2486,68,88
2487,Student_2487,66,63
2488,Student_2488,89,61
2489,Student_2489,84,90
2490,Student_2490,59,94
2491,Student_2491,78,99
2492,Student_2492,66,82
2493,Student_2493,75,73
2494,Student_2494,84,80
2495,Student_2495,94,93
2496,Student_2496,87,67
2497,Student_2497,53,85
2498,Student_2498,64,91
2499,Student_2499,87,84
2500,Student_2500,56,93
2501,Student_2501,69,80
2502,Student_2502,61,86
2503,Student_2503,80,52
2504,Student_2504,79,75
2505,Student_2505,54,66
2506,Student_2506,66,59
2507,Student_2507,64,78
2508,Student_2508,51,66
2509,Student_2509,92,55
2510,Student_2510,50,85
2511,Student_2511,73,96
2512,Student_2512,75,71
2513,Student_2513,55,80
2514,Student_2514,61,60
2515,Student_2515,95,66
2516,Student_2516,64,95
2517,Student_2517,80,80
2518,Student_2518,61,50
2519,Student_2519,70,93
2520,Student_2520,96,76
2521,Student_2521,85,75
2522,Student_2522,94,96
2523,Student_2523,93,81
2524,Student_2524,86,51
2525,Student_2525,89,58
2526,Student_2526,74,61
2527,Student_2527,66,95
2528,Student_2528,66,85
2529,Student_2529,77,58
2530,Student_2530,82,100
2531,Student_2531,51,61
2532,Student_2532,89,62
2533,Student_2533,84,67
2534,Student_2534,99,69
2535,Student_2535,90,79
2536,Student_2536,50,83
2537,Student_2537,64,95
2538,Student_2538,91,58
2539,Student_2539,80,100
2540,Student_2540,67,78
2541,Student_2541,68,61
2542,Student_2542,85,53
2543,Student_2543,96,51
2544,Student_2544,99,50
2545,Student_2545,70,63
2546,Student_2546,74,77
2547,Student_2547,91,87
2548,Student_2548,92,50
2549,Student_2549,72,79
2550,Student_2550,79,74
2551,Student_2551,82,75
2552,Student_2552,87,85
2553,Student_2553,65,84
2554,Student_2554,79,55
2555,Student_2555,88,65
2556,Student_2556,68,86
2557,Student_2557,69,69
2558,Student_2558,56,99
2559,Student_2559,99,96
2560,Student_2560,86,66
2561,Student_2561,98,89
2562,Student_2562,57,95
2563,Student_2563,81,81
2564,Student_2564,64,72
2565,Student_2565,63,66
2566,Student_2566,82,74
2567,Student_2567,86,55
2568,Student_2568,70,80
2569,Student_2569,59,89
2570,Student_2570,63,75
2571,Student_2571,65,100
2572,Student_2572,57,53
2573,Student_2573,81,84
2574,Student_2574,59,76
2575,Student_2575,69,58
2576,Student_2576,57,95
2577,Student_2577,67,67
2578,Student_2578,96,60
2579,Student_2579,89,94
2580,Student_2580,67,56
2581,Student_2581,65,68
2582,Student_2582,90,100
2583,Student_2583,77,65
2584,Student_2584,81,67
2585,Student_2585,77,69
2586,Student_2586,79,82
2587,Student_2587,81,76
2588,Student_2588,69,80
2589,Student_2589,85,66
2590,Student_2590,70,94
2591,Student_2591,85,72
2592,Student_2592,51,91
2593,Student_2593,55,78
2594,Student_2594,78,52
2595,Student_2595,70,66
2596,Student_2596,72,51
2597,Student_2597,95,95
2598,Student_2598,69,56
2599,Student_2599,63,57
2600,Student_2600,87,57
2601,Student_2601,100,93
2602,Student_2602,77,90
2603,Student_2603,76,51
2604,Student_2604,71,60
2605,Student_2605,91,94
2606,Student_2606,92,89
2607,Student_2607,72,69
2608,Student_2608,90,100
2609,Student_2609,82,56
2610,Student_2610,70,64
2611,Student_2611,99,86
2612,Student_2612,52,63
2613,Student_2613,73,72
2614,Student_2614,98,53
2615,Student_2615,98,65
2616,Student_2616,83,68
2617,Student_2617,50,73
2618,Student_2618,56,88
2619,Student_2619,73,97
2620,Student_2620,51,58
2621,Student_2621,77,83
2622,Student_2622,96,70
2623,Student_2623,87,72
2624,Student_2624,51,100
2625,Student_2625,76,54
2626,Student_2626,75,50
2627,Student_2627,57,98
2628,Student_2628,52,98
2629,Student_2629,55,81
2630,Student_2630,51,77
2631,Student_2631,72,84
2632,Student_2632,93,93
2633,Student_2633,77,81
2634,Student_2634,85,61
2635,Student_2635,79,98
2636,Student_2636,97,80
2637,Student_2637,68,68
2638,Student_2638,58,63
2639,Student_2639,68,78
2640,Student_2640,65,74
2641,Student_2641,50,67
2642,Student_2642,66,88
2643,Student_2643,51,57
2644,Student_2644,56,97
2645,Student_2645,51,70
2646,Student_2646,66,94
2647,Student_2647,83,77
2648,Student_2648,75,79
2649,Student_2649,59,54
2650,Student_2650,69,51
2651,Student_2651,91,90
2652,Student_2652,86,56
2653,Student_2653,56,61
2654,Student_2654,88,74
2655,Student_2655,90,95
2656,Student_2656,93,70
2657,Student_2657,67,81
2658,Student_2658,81,74
2659,Student_2659,80,91
2660,Student_2660,78,89
2661,Student_2661,96,78
2662,Student_2662,99,84
2663,Student_2663,61,59
2664,Student_2664,96,59
2665,Student_2665,59,78
2666,Student_2666,80,68
2667,Student_2667,77,50
2668,Student_2668,100,91
2669,Student_2669,52,100
2670,Student_2670,55,58
2671,Student_2671,96,66
2672,Student_2672,95,99
2673,Student_2673,71,100
2674,Student_2674,88,56
2675,Student_2675,75,85
2676,Student_2676,70,88
2677,Student_2677,61,97
2678,Student_2678,55,80
2679,Student_2679,71,55
2680,Student_2680,61,65
2681,Student_2681,92,72
2682,Student_2682,54,76
2683,Student_2683,50,83
2684,Student_2684,65,70
2685,Student_2685,77,50
2686,Student_2686,88,73
2687,Student_2687,54,50
2688,Student_2688,60,56
2689,Student_2689,70,59
2690,Student_2690,75,100
2691,Student_2691,61,79
2692,Student_2692,86,72
2693,Student_2693,63,57
2694,Student_2694,95,78
2695,Student_2695,56,72
2696,Student_2696,86,74
2697,Student_2697,97,54
2698,Student_2698,92,61
2699,Student_2699,61,53
2700,Student_2700,62,65
2701,Student_2701,90,53
2702,Student_2702,58,75
2703,Student_2703,78,58
2704,Student_2704,74,78
2705,Student_2705,85,96
2706,Student_2706,83,55
2707,Student_2707,85,54
2708,Student_2708,87,66
2709,Student_2709,52,65
2710,Student_2710,97,60
2711,Student_2711,82,64
2712,Student_2712,56,82
2713,Student_2713,76,83
2714,Student_2714,69,90
2715,Student_2715,90,68
2716,Student_2716,54,74
2717,Student_2717,92,59
2718,Student_2718,88,72
2719,Student_2719,77,80
2720,Student_2720,76,57
2721,Student_2721,86,63
2722,Student_2722,64,66
2723,Student_2723,93,50
2724,Student_2724,57,88
2725,Student_2725,55,67
2726,Student_2726,59,92
2727,Student_2727,51,88
2728,Student_2728,93,80
2729,Student_2729,91,89
2730,Student_2730,85,77
2731,Student_2731,83,86
2732,Student_2732,75,86
2733,Student_2733,92,64
2734,Student_2734,65,85
2735,Student_2735,57,63
2736,Student_2736,91,54
2737,Student_2737,78,52
2738,Student_2738,91,94
2739,Student_2739,93,55
2740,Student_2740,77,80
2741,Student_2741,94,91
2742,Student_2742,92,52
2743,Student_2743,53,60
2744,Student_2744,77,70
2745,Student_2745,90,79
2746,Student_2746,63,73
2747,Student_2747,85,74
2748,Student_2748,63,70
2749,Student_2749,76,64
2750,Student_2750,78,62
2751,Student_2751,64,74
2752,Student_2752,77,55
2753,Student_2753,88,86
2754,Student_2754,52,85
2755,Student_2755,85,74
2756,Student_2756,97,84
2757,Student_2757,61,57
2758,Student_2758,72,76
2759,Student_2759,68,69
2760,Student_2760,68,61
2761,Student_2761,57,91
2762,Student_2762,79,94
2763,Student_2763,58,54
2764,Student_2764,95,70
2765,Student_2765,54,95
2766,Student_2766,81,96
2767,Student_2767,71,50
2768,Student_2768,69,94
2769,Student_2769,93,52
2770,Student_2770,90,55
2771,Student_2771,79,75
2772,Student_2772,97,62
2773,Student_2773,67,58
2774,Student_2774,53,99
2775,Student_2775,69,64
2776,Student_2776,88,91
2777,Student_2777,61,78
2778,Student_2778,63,78
2779,Student_2779,91,62
2780,Student_2780,74,70
2781,Student_2781,55,52
2782,Student_2782,74,58
2783,Student_2783,72,56
2784,Student_2784,92,88
2785,Student_2785,94,79
2786,Student_2786,66,84
2787,Student_2787,90,80
2788,Student_2788,93,83
2789,Student_2789,97,67
2790,Student_2790,68,78
2791,Student_2791,73,98
2792,Student_2792,83,54
2793,Student_2793,70,98
2794,Student_2794,87,52
2795,Student_2795,92,59
2796,Student_2796,55,65
2797,Student_2797,64,73
2798,Student_2798,54,59
2799,Student_2799,84,81
2800,Student_2800,96,53
2801,Student_2801,80,74
2802,Student_2802,97,59
2803,Student_2803,92,69
2804,Student_2804,83,54
2805,Student_2805,59,50
2806,Student_2806,77,63
2807,Student_2807,91,98
2808,Student_2808,61,50
2809,Student_2809,63,86
2810,Student_2810,62,88
2811,Student_2811,57,68
2812,Student_2812,78,73
2813,Student_2813,84,68
2814,Student_2814,61,53
2815,Student_2815,82,91
2816,Student_2816,94,89
2817,Student_2817,93,79
2818,Student_2818,90,73
2819,Student_2819,75,53
2820,Student_2820,65,81
2821,Student_2821,63,67
2822,Student_2822,77,100
2823,Student_2823,82,51
2824,Student_2824,66,61
2825,Student_2825,55,87
2826,Student_2826,67,99
2827,Student_2827,56,81
2828,Student_2828,77,58
2829,Student_2829,90,99
2830,Student_2830,63,85
2831,Student_2831,56,66
2832,Student_2832,95,87
2833,Student_2833,84,76
2834,Student_2834,56,86
2835,Student_2835,91,51
2836,Student_2836,89,92
2837,Student_2837,53,74
2838,Student_2838,77,65
2839,Student_2839,70,99
2840,Student_2840,69,77
2841,Student_2841,86,70
2842,Student_2842,56,55
2843,Student_2843,95,58
2844,Student_2844,88,72
2845,Student_2845,63,82
2846,Student_2846,99,63
2847,Student_2847,76,61
2848,Student_2848,58,72
2849,Student_2849,95,51
2850,Student_2850,98,52
2851,Student_2851,84,91
2852,Student_2852,61,72
2853,Student_2853,79,88
2854,Student_2854,65,59
2855,Student_2855,86,52
2856,Student_2856,99,60
2857,Student_2857,82,84
2858,Student_2858,55,98
2859,Student_2859,66,63
2860,Student_2860,65,96
2861,Student_2861,67,91
2862,Student_2862,61,74
2863,Student_2863,99,84
2864,Student_2864,96,95
2865,Student_2865,84,58
2866,Student_2866,51,94
2867,Student_2867,97,50
2868,Student_2868,80,91
2869,Student_2869,71,54
2870,Student_2870,68,75
2871,Student_2871,66,71
2872,Student_2872,95,87
2873,Student_2873,78,71
2874,Student_2874,89,71
2875,Student_2875,84,81
2876,Student_2876,85,85
2877,Student_2877,90,98
2878,Student_2878,57,60
2879,Student_2879,77,65
2880,Student_2880,97,65
2881,Student_2881,56,57
2882,Student_2882,95,75
2883,Student_2883,70,94
2884,Student_2884,88,85
2885,Student_2885,87,94
2886,Student_2886,95,97
2887,Student_2887,62,82
2888,Student_2888,98,76
2889,Student_2889,71,78
2890,Student_2890,90,80
2891,Student_2891,100,81
2892,Student_2892,82,95
2893,Student_2893,72,63
2894,Student_2894,56,80
2895,Student_2895,67,76
2896,Student_2896,100,70
2897,Student_2897,74,58
2898,Student_2898,65,100
2899,Student_2899,99,76
2900,Student_2900,68,100
2901,Student_2901,53,77
2902,Student_2902,85,85
2903,Student_2903,59,55
2904,Student_2904,94,51
2905,Student_2905,99,72
2906,Student_2906,83,93
2907,Student_2907,68,65
2908,Student_2908,76,59
2909,Student_2909,86,91
2910,Student_2910,85,65
2911,Student_2911,53,100
2912,Student_2912,96,89
2913,Student_2913,59,94
2914,Student_2914,58,62
2915,Student_2915,86,66
2916,Student_2916,81,57
2917,Student_2917,77,75
2918,Student_2918,60,79
2919,Student_2919,83,58
2920,Student_2920,86,61
2921,Student_2921,76,58
2922,Student_2922,75,80
2923,Student_2923,53,82
2924,Student_2924,56,90
2925,Student_2925,66,53
2926,Student_2926,95,91
2927,Student_2927,68,72
2928,Student_2928,82,89
2929,Student_2929,59,64
2930,Student_2930,73,78
2931,Student_2931,71,50
2932,Student_2932,97,69
2933,Student_2933,67,62
2934,Student_2934,68,75
2935,Student_2935,70,97
2936,Student_2936,93,76
2937,Student_2937,56,50
2938,Student_2938,85,72
2939,Student_2939,97,62
2940,Student_2940,68,61
2941,Student_2941,70,84
2942,Student_2942,85,79
2943,Student_2943,89,53
2944,Student_2944,85,69
2945,Student_2945,67,85
2946,Student_2946,92,78
2947,Student_2947,76,51
2948,Student_2948,91,84
2949,Student_2949,58,81
2950,Student_2950,87,100
2951,Student_2951,63,77
2952,Student_2952,71,51
2953,Student_2953,97,69
2954,Student_2954,54,93
2955,Student_2955,98,57
2956,Student_2956,60,65
2957,Student_2957,92,83
2958,Student_2958,91,72
2959,Student_2959,60,61
2960,Student_2960,80,61
2961,Student_2961,68,69
2962,Student_2962,97,59
2963,Student_2963,57,72
2964,Student_2964,63,75
2965,Student_2965,67,65
2966,Student_2966,84,66
2967,Student_2967,80,66
2968,Student_2968,62,74
2969,Student_2969,56,51
2970,Student_2970,81,87
2971,Student_2971,71,80
2972,Student_2972,62,58
2973,Student_2973,88,100
2974,Student_2974,57,62
2975,Student_2975,77,94
2976,Student_2976,79,57
2977,Student_2977,79,77
2978,Student_2978,57,88
2979,Student_2979,61,99
2980,Student_2980,59,65
2981,Student_2981,88,93
2982,Student_2982,83,63
2983,Student_2983,92,59
2984,Student_2984,60,96
2985,Student_2985,72,77
2986,Student_2986,61,92
2987,Student_2987,51,92
2988,Student_2988,58,95
2989,Student_2989,91,78
2990,Student_2990,87,80
2991,Student_2991,52,71
2992,Student_2992,83,82
2993,Student_2993,100,78
2994,Student_2994,91,75
2995,Student_2995,65,61
2996,Student_2996,64,53
2997,Student_2997,67,60
2998,Student_2998,92,84
2999,Student_2999,66,51
3000,Student_3000,56,93
3001,Student_3001,93,80
3002,Student_3002,87,50
3003,Student_3003,81,50
3004,Student_3004,69,50
3005,Student_3005,56,96
3006,Student_3006,70,92
3007,Student_3007,54,61
3008,Student_3008,73,80
3009,Student_3009,64,59
3010,Student_3010,87,88
3011,Student_3011,70,60
3012,Student_3012,85,96
3013,Student_3013,58,54
3014,Student_3014,74,66
3015,Student_3015,58,90
3016,Student_3016,64,82
3017,Student_3017,60,55
3018,Student_3018,94,85
3019,Student_3019,93,92
3020,Student_3020,89,51
3021,Student_3021,78,67
3022,Student_3022,100,69
3023,Student_3023,64,52
3024,Student_3024,98,81
3025,Student_3025,97,60
3026,Student_3026,56,97
3027,Student_3027,62,59
3028,Student_3028,60,62
3029,Student_3029,82,90
3030,Student_3030,93,100
3031,Student_3031,100,76
3032,Student_3032,78,81
3033,Student_3033,80,57
3034,Student_3034,58,65
3035,Student_3035,91,53
3036,Student_3036,83,59
3037,Student_3037,73,80
3038,Student_3038,89,83
3039,Student_3039,86,71
3040,Student_3040,86,93
3041,Student_3041,92,56
3042,Student_3042,58,100
3043,Student_3043,64,87
3044,Student_3044,71,68
3045,Student_3045,88,88
3046,Student_3046,54,60
3047,Student_3047,97,74
3048,Student_3048,77,94
3049,Student_3049,52,72
3050,Student_3050,88,65
3051,Student_3051,52,90
3052,Student_3052,52,52
3053,Student_3053,80,94
3054,Student_3054,57,57
3055,Student_3055,96,56
3056,Student_3056,90,73
3057,Student_3057,72,96
3058,Student_3058,68,95
3059,Student_3059,91,97
3060,Student_3060,62,76
3061,Student_3061,55,55
3062,Student_3062,80,72
3063,Student_3063,93,74
3064,Student_3064,82,55
3065,Student_3065,96,51
3066,Student_3066,92,51
3067,Student_3067,64,55
3068,Student_3068,53,75
3069,Student_3069,83,88
3070,Student_3070,78,97
3071,Student_3071,65,100
3072,Student_3072,86,60
3073,Student_3073,63,55
3074,Student_3074,56,84
3075,Student_3075,75,88
3076,Student_3076,77,68
3077,Student_3077,59,100
3078,Student_3078,55,79
3079,Student_3079,78,83
3080,Student_3080,82,91
3081,Student_3081,62,68
3082,Student_3082,98,84
3083,Student_3083,86,77
3084,Student_3084,100,70
3085,Student_3085,53,77
3086,Student_3086,72,53
3087,Student_3087,96,76
3088,Student_3088,67,86
3089,Student_3089,68,55
3090,Student_3090,96,99
3091,Student_3091,64,55
3092,Student_3092,50,53
3093,Student_3093,81,66
3094,Student_3094,74,52
3095,Student_3095,69,52
3096,Student_3096,63,54
3097,Student_3097,90,77
3098,Student_3098,50,63
3099,Student_3099,56,100
3100,Student_3100,60,50
3101,Student_3101,68,78
3102,Student_3102,66,89
3103,Student_3103,91,69
3104,Student_3104,53,85
3105,Student_3105,62,91
3106,Student_3106,99,79
3107,Student_3107,69,66
3108,Student_3108,59,51
3109,Student_3109,54,62
3110,Student_3110,71,57
3111,Student_3111,84,61
3112,Student_3112,69,91
3113,Student_3113,60,77
3114,Student_3114,82,77
3115,Student_3115,89,73
3116,Student_3116,63,95
3117,Student_3117,66,77
3118,Student_3118,97,57
3119,Student_3119,59,77
3120,Student_3120,99,50
3121,Student_3121,86,83
3122,Student_3122,76,98
3123,Student_3123,66,91
3124,Student_3124,65,78
3125,Student_3125,50,91
3126,Student_3126,60,93
3127,Student_3127,76,72
3128,Student_3128,90,100
3129,Student_3129,56,99
3130,Student_3130,92,69
3131,Student_3131,55,52
3132,Student_3132,89,93
3133,Student_3133,82,65
3134,Student_3134,71,59
3135,Student_3135,84,75
3136,Student_3136,59,50
3137,Student_3137,89,72
3138,Student_3138,81,87
3139,Student_3139,79,99
3140,Student_3140,71,87
3141,Student_3141,65,57
3142,Student_3142,100,96
3143,Student_3143,79,94
3144,Student_3144,73,59
3145,Student_3145,77,82
3146,Student_3146,62,77
3147,Student_3147,65,50
3148,Student_3148,80,99
3149,Student_3149,99,58
3150,Student_3150,60,55
3151,Student_3151,58,76
3152,Student_3152,76,85
3153,Student_3153,52,71
3154,Student_3154,82,78
3155,Student_3155,70,63
3156,Student_3156,54,53
3157,Student_3157,61,76
3158,Student_3158,84,92
3159,Student_3159,60,58
3160,Student_3160,76,92
3161,Student_3161,76,74
3162,Student_3162,61,96
3163,Student_3163,80,71
3164,Student_3164,97,61
3165,Student_3165,100,84
3166,Student_3166,80,67
3167,Student_3167,65,80
3168,Student_3168,87,69
3169,Student_3169,74,98
3170,Student_3170,90,79
3171,Student_3171,91,54
3172,Student_3172,85,58
3173,Student_3173,59,79
3174,Student_3174,68,70
3175,Student_3175,73,93
3176,Student_3176,82,96
3177,Student_3177,60,83
3178,Student_3178,69,83
3179,Student_3179,66,78
3180,Student_3180,66,50
3181,Student_3181,91,71
3182,Student_3182,62,52
3183,Student_3183,82,57
3184,Student_3184,70,51
3185,Student_3185,58,81
3186,Student_3186,71,58
3187,Student_3187,57,75
3188,Student_3188,55,83
3189,Student_3189,73,79
3190,Student_3190,92,89
3191,Student_3191,65,74
3192,Student_3192,60,90
3193,Student_3193,73,77
3194,Student_3194,66,100
3195,Student_3195,72,58
3196,Student_3196,89,87
3197,Student_3197,91,82
3198,Student_3198,67,98
3199,Student_3199,84,53
3200,Student_3200,66,58
3201,Student_3201,60,66
3202,Student_3202,54,55
3203,Student_3203,88,97
3204,Student_3204,67,91
3205,Student_3205,85,95
3206,Student_3206,96,60
3207,Student_3207,75,91
3208,Student_3208,71,51
3209,Student_3209,73,83
3210,Student_3210,66,57
3211,Student_3211,51,93
3212,Student_3212,84,90
3213,Student_3213,60,55
3214,Student_3214,80,92
3215,Student_3215,96,85
3216,Student_3216,80,51
3217,Student_3217,51,86
3218,Student_3218,77,86
3219,Student_3219,55,97
3220,Student_3220,67,75
3221,Student_3221,56,56
3222,Student_3222,50,52
3223,Student_3223,84,76
3224,Student_3224,92,90
3225,Student_3225,84,59
3226,Student_3226,79,68
3227,Student_3227,50,77
3228,Student_3228,93,93
3229,Student_3229,56,68
3230,Student_3230,61,80
3231,Student_3231,86,87
3232,Student_3232,85,88
3233,Student_3233,50,95
3234,Student_3234,70,68
3235,Student_3235,80,60
3236,Student_3236,55,55
3237,Student_3237,54,75
3238,Student_3238,80,94
3239,Student_3239,88,74
3240,Student_3240,72,63
3241,Student_3241,72,77
3242,Student_3242,77,64
3243,Student_3243,59,53
3244,Student_3244,55,78
3245,Student_3245,59,89
3246,Student_3246,61,79
3247,Student_3247,62,89
3248,Student_3248,65,65
3249,Student_3249,89,68
3250,Student_3250,79,89
3251,Student_3251,73,93
3252,Student_3252,75,75
3253,Student_3253,97,80
3254,Student_3254,55,100
3255,Student_3255,99,93
